Date,User,Number of likes,Tweeted from,Tweets
2022-10-31 10:46:18+00:00,reillyd123,0,Twitter for iPhone,@Bodysatnav @Lougwriter @RishiSunak Fantastic Lulu great you know you make me wanna shout!!!! Save the trees! Newly jailed Bannon coached  SACKED Trump Johnson and Bolsonaro on Turbocharged anti immigration/migrants nonsense to get elected backed by racist media ! https://t.co/CVlgErPY0h
2022-10-31 10:46:17+00:00,MichelleFattoru,1,Twitter for iPhone,"Rishi Sunak could U-turn on Cop27 summit snub, says minister. Sunaks heart obviously not in it so don’t pretend to a nation 🤮 https://t.co/d1sUx1OsrW"
2022-10-31 10:46:14+00:00,Selzer_David,0,Twitter Web App,Britain’s leadership role in calling Putin’s bluff now falls to Rishi Sunak | Mikhail Khodorkovsky https://t.co/NE4aGjqmJF
2022-10-31 10:46:09+00:00,Passionflower99,1,Twitter Web App,Are you listening @RishiSunak https://t.co/SmgHn8Ev08
2022-10-31 10:46:03+00:00,kkhanskk,0,Twitter for iPad,@DrHoenderkamp @RishiSunak If he doesn’t stick to what he said nobody will believe a word he says in the future!
2022-10-31 10:46:01+00:00,neilcorcoran3,1,Twitter Web App,@damekatydenise @RishiSunak Hysterical drivel. What violence? Other than the violence that trans activists have been directing against women.
2022-10-31 10:45:56+00:00,MoosyerCoo92,1,Twitter for Android,"@ScotNational Dross, Rishi and Charm?? https://t.co/Y2AfjARurg"
2022-10-31 10:45:50+00:00,mikeosmond,18,Twitter for iPhone,@RishiSunak @LulaOficial Rigged like all the others . You globalists are utterly shameless . We see you ! https://t.co/muTOVVHPRW
2022-10-31 10:45:45+00:00,misskylie77,1,Twitter for iPhone,The closest Rishi Sunak has come to a Kia Rio is to tell it “have you tried becoming a Rolls Royce” - #LastWeekTonight
2022-10-31 10:45:45+00:00,Williamsp57Paul,0,Twitter for iPhone,@1Fubar @SellyIOM @SuellaBraverman  @RishiSunak  disgusting 🤮
2022-10-31 10:45:43+00:00,CymPmorgan,0,Twitter for Android,@RishiSunak @LulaOficial You coukd catch up in person at COP?
2022-10-31 10:45:40+00:00,Shepherd_o_sins,0,Twitter Web App,"Well played HM King Charles III.  ""Advised"" not to attend COP27 by Government, so he's sticking it to oil-supported Sunak by bringing COP27 to the Palace.  And Rishi gets to ""say a few words""... Checkmate! #COP27 #TorySewageParty #ToryCorruption #RoyalFamily #ClimateActionNow https://t.co/RDvLBl6Gby"
2022-10-31 10:45:34+00:00,MartinWalker72,5,Twitter Web App,@RSPBEngland @RishiSunak Quite incredible that he needs to be lobbied to go in the first place tbh.
2022-10-31 10:45:33+00:00,AdamsF99hfp74cj,0,Twitter for iPhone,@RishiSunak @LulaOficial Also when will you outlaw Chinese lanterns they set Fire to trees and peoples homes!?
2022-10-31 10:45:32+00:00,JohnnyFocal,0,Twitter Web App,"Not being funny but £3,500 is not that much for a suit I have ones that cost more than that! What he is cheap! He is the worst kind of person with money! @RishiSunak https://t.co/zoGlgh2S7C"
2022-10-31 10:45:26+00:00,markjon92428044,0,Twitter for iPad,@GBNEWS Only reason @RishiSunak now considering going to Egypt is that @BorisJohnson beat him to it. Should have sent King Charles who would have totally upstaged Johnson and put him in his place.
2022-10-31 10:45:25+00:00,baronantibes,0,Twitter Web App,@forYA7747Y @sophiadahl1 What's Little Rishi doing there?
2022-10-31 10:45:25+00:00,SameOldStory55,0,Twitter for Android,@RishiSunak @LulaOficial GLOBALIST PUPPET
2022-10-31 10:45:24+00:00,ibsen67,0,Twitter for Android,.@SuellaBraverman not following English legal procedures on migrants will force this. Put someone responsible and less callous &amp; xenophobic in charge @RishiSunak https://t.co/LS5WPkA1as
2022-10-31 10:45:23+00:00,SunPolitics,0,Echobox,Rishi Sunak may now go to COP27 climate summit after rumours Boris Johnson could go https://t.co/jlczjV96fr
2022-10-31 10:45:17+00:00,allthecitizens,12,Twitter Web App,"Rishi Sunak is on a collision course with City of London regulators after the government confirmed he will press ahead with a new “intervention power” to enable Treasury ministers to overrule the watchdogs.

https://t.co/CbA0sC8QqE"
2022-10-31 10:45:17+00:00,lordloopin,0,Twitter for Android,@AlStewartOBE @RishiSunak Air miles ?
2022-10-31 10:45:15+00:00,torysleazeUK,3,dlvr.it,"🏴‍☠️ Backlash grows over the prime minister’s decision to reinstall Braverman as home secretary just six days after she was forced out for a security breach. 

The post Pressure mounts on Rishi Sunak over reappointment of… https://t.co/MsWEysYn14 #LeftFootForward #News"
2022-10-31 10:45:13+00:00,Kathlee27519719,0,Twitter Web App,"@RishiSunak @LulaOficial You know the issues that matter but do nothing, weak"
2022-10-31 10:45:13+00:00,DowningStWedgie,0,Twitter for iPhone,@theresecoffey @RishiSunak #NHS #SavetheNHS #GeneralElectionN0W https://t.co/NGqsQM5zEF
2022-10-31 10:45:12+00:00,suemcdonald342,2,Twitter for iPhone,Tories won’t win the next election. Unless they get a grip on this illegal immigration debacle. Ideas they are coming up with don’t fill me with confidence. How hard can it be to stop this assault on our borders? Get Australian advice! @RishiSunak @SuellaBraverman @Conservatives
2022-10-31 10:45:09+00:00,ZaffranRiver,0,Twitter Web App,@RishiSunak @LulaOficial You're funded by the fossil fuel industry - You only want to protect the 'the planet's natural resources' for your pay masters.
2022-10-31 10:45:07+00:00,Lovingbuying,0,Twitter Web App,"Gravitas Plus: The untold story of Rishi Sunak https://t.co/mEUFohl1G8 via @YouTube 

very clever!!!studying and working!!"
2022-10-31 10:45:06+00:00,mjtward19,2,Twitter for Android,@LindseyMurray23 @RishiSunak Good morning Lyndsey. Really appreciate your support. Thank you. 👍💪👏#GeneralElectionNow @RishiSunak
2022-10-31 10:45:03+00:00,MikeJoh96335772,0,Twitter for Android,"@RishiSunak the nation's #energy mix is biased towards #FossilFuels, driving high #emissions, high #energybills &amp; low #EnergySecurity. Speed-up #EnergyTransition to low-cost #cleanenergy for the sake of all. #ActOnClimate #COP27"
2022-10-31 10:45:02+00:00,TStandfield1789,0,Twitter Web App,"The party of strong defence.
Another Tory lie.
Wallace and Heappey - get ready to resign.
@BWallaceMP @JSHeappey @Conservatives @RishiSunak @Jeremy_Hunt https://t.co/fEC84Xotpl"
2022-10-31 10:45:01+00:00,Climatehope2,1,Twitter Web App,"""Biden will attend COP27 climate summit: White House."" Unlike @RishiSunak, he understands the importance of being there. https://t.co/zUyA7dsXpi via @FRANCE24"
2022-10-31 10:45:01+00:00,johnc10uk,0,Twitter Web App,@RishiSunak @LulaOficial The Brexiteers are next out Rishi.
2022-10-31 10:45:01+00:00,DPJHodges,232,Twitter Web App,"I don’t understand the wobbling on this. Rishi Sunak was in a solid political position. He was putting the economy, the cost of living crisis and the Autumn Statement first. That’s what the majority of the British people expect him to do. https://t.co/mg7o1LpPxL"
2022-10-31 10:45:00+00:00,vassalsky,0,Twitter for Android,@denis_rishi #لبیک_یابن_الحیدر
2022-10-31 10:44:52+00:00,Williamsp57Paul,0,Twitter for iPhone,@YorksRose_84 @SuellaBraverman yet another one of yours in the daily occurrence..out of control!! @RishiSunak
2022-10-31 10:44:50+00:00,superdupedoodle,0,Twitter Web App,@RishiSunak @Conservatives 👇👇👇💥💥💥 https://t.co/0jPkUUND04
2022-10-31 10:44:48+00:00,nigeriathengs,1,Twitter for iPhone,@Natures_Voice @RishiSunak No and I hope the RSPB don’t waste members money again by going.
2022-10-31 10:44:43+00:00,mrbluesky99,1,Twitter for Android,"Now we know why fishy rishi got in....
https://t.co/JsIaW0NRBB"
2022-10-31 10:44:34+00:00,londonabstract,1,Twitter for iPhone,@Veritatem2021 @Liz06502368 @K4Climate @RishiSunak You’re arguing with fbpe cult member.
2022-10-31 10:44:31+00:00,Steveace1966,0,Twitter Web App,"@RishiSunak # CONSERVATIVE PARTY 'RISHI SUNAK  SAID HE WOULD STAND BY THE 2019 MANIFEST', IF THIS IS TO BE THE CASE THEN YOU HAVE TO INCREASE U CREDIT URGENTLY AS PEOPLE ARE SUFFERING BADLY AND YOU WILL HAVE 'BLOOD ON YOUR HANDS' IF YOU DON'T. DIABETICS ON INSULIN NEED TO EAT"
2022-10-31 10:44:31+00:00,KrokoszPriscila,4,Twitter for Android,"@RishiSunak @LulaOficial October 30th was the day that Corruption won in Brazil. Brazil is a Blessed Productive Country, Unfortunately, justice doesn't work here."
2022-10-31 10:44:22+00:00,pissoffpleasee,0,Twitter for Android,"@BorisJohnson @RishiSunak I can tell you despised writing this entire tweet

Love you bojo"
2022-10-31 10:44:22+00:00,TheMuffers,0,Twitter for Android,@KalyanBalu7 @RishiSunak @LulaOficial They are ALL hand picked to depopulate and create more money for their financial backers. #Agenda2030
2022-10-31 10:44:20+00:00,ConfususSays,0,Twitter Web App,@OhBrokenBritain @RishiSunak @SuellaBraverman @KemiBadenoch Test
2022-10-31 10:44:13+00:00,boy_boyne,0,Twitter for Android,@IM_THE_MONK @RidgeOnSunday @RishiSunak @chhcalling @SteveBakerHW Let's get back to the origin of the debate.  Loyalist drug dealers.... Reveal.
2022-10-31 10:44:06+00:00,libertysginbar,0,Twitter for Android,@pub_that @mixellany @RishiSunak Remove the alcohol licence from supermarkets to stop them selling cheap alcohol https://t.co/UFI9lEjNOR
2022-10-31 10:44:06+00:00,andypcraig,10,Twitter Web App,"@gllnkk @RishiSunak @LulaOficial That is absolute nonsense, the deforestation of the Amazon was 27% more during Lula's Presidency. The guy is a criminal, a thief, a liar basically just pond life at best. He is no saviour who fought for anyone but himself."
2022-10-31 10:44:01+00:00,janggly,0,Twitter for iPad,@TalkTV @ClimateRealists @JuliaHB1 @LukeSMurphy They need Rishi to add a little “tone” to their activities !
2022-10-31 10:43:53+00:00,Lisa88884269,1,Twitter Web App,Hell yeh @SuellaBraverman @RishiSunak Needs to happen! https://t.co/gJTchLS2nE
2022-10-31 10:43:51+00:00,Germandia,0,Twitter for Android,@WIONews @RishiSunak https://t.co/SOoT2uEb0C
2022-10-31 10:43:49+00:00,SujanVerma72,1,Twitter for Android,@RishiSunak_ ये लो ये भी आ गए....Duplicate Rishi Shunak.....🤪💯🤪
2022-10-31 10:43:49+00:00,CalaisFrom,0,Twitter for Android,@DrHoenderkamp @RishiSunak Grow up snowflake
2022-10-31 10:43:48+00:00,stevegetagrip,0,Twitter for Android,"@sunick51 @B1EMW @RishiSunak The EU, Inc the UK has been importing russian oil since the end of the cold war, no one for seen the invasion of Ukraine, in fact they could have joined the EU and  NATO, just like the remainder of the old Eastern bloc did, hindsight a wonderful thing https://t.co/sVzdRa9EHi"
2022-10-31 10:43:46+00:00,cheksumday,0,Twitter Web App,"The most relevant thing about the first British Asian Prime Minister Rishi Sunak isn't his racial origin, or that he's a dwarf, it's that he's a fucking multi-multi-multi millionaire."
2022-10-31 10:43:46+00:00,GorwayGlobal,2,Twitter for Android,"Will @RishiSunak be a friend of Publiic Health?
@devisridhar is only half impressed by his record as Chancellor. https://t.co/YlMbCKe0yk"
2022-10-31 10:43:44+00:00,maggieinlondon,0,Twitter for Android,@AlStewartOBE @RishiSunak You're so desperate for attention you tweet stuff that makes you appear not very bright.
2022-10-31 10:43:44+00:00,joanesquirt,0,Twitter for iPad,@StanVoWales @SuellaBraverman @RishiSunak On the hands of all the refugees welcome lot and Care4calais
2022-10-31 10:43:41+00:00,DavidHa90780661,0,Twitter for Android,"Now that Rishi Sunak has become Prime Minister it seems highly unlikely that the public will now ever get to see
the original, complete, unabridged and unredacted Sue Gray report on Partygate ( also the earlier heavily redacted 2019 Russia Report )."
2022-10-31 10:43:39+00:00,harpianews,0,WordPress.com,Rishi Sunak can still attend COP27 climate summit https://t.co/JGupvTKGHY
2022-10-31 10:43:39+00:00,deanh1976,0,Twitter for Android,@StanVoWales @SuellaBraverman @RishiSunak Why. If true is any migrants atrocities on the lefts hands.
2022-10-31 10:43:36+00:00,simulator8,0,Twitter for iPhone,Rishi Sunak and the complicated history between Britain and India https://t.co/b7yp10Su4H
2022-10-31 10:43:35+00:00,mjtward19,381,Twitter for Android,"How delicious would it be if the horrible, odious, dreadful, racist specimen that is Braverman, is actually the catalyst to finally bring down the Tories. Oh please let it happen!!! #EnoughIsEnough #GeneralElectionNow @RishiSunak"
2022-10-31 10:43:33+00:00,Redpolitics,0,IFTTT,Rishi Sunak could still attend COP27 climate summit https://t.co/1FDpMU6xWc
2022-10-31 10:43:32+00:00,AdamsF99hfp74cj,0,Twitter for iPhone,"@RishiSunak @LulaOficial What are you doing about fireworks in back gardens, we get fireworks on the 31st, and before that it’s fireworks on Diwali oh yes and fireworks when you are made Prime Minister, besides, all this there’s fireworks for football matches, and anything else you can think of?!!!"
2022-10-31 10:43:32+00:00,Redpolitics,0,IFTTT,"RT @BBCBreakfast: 'Are you softening us up for a u-turn?'

Environment Minister Mark Spencer is questioned on #BBCBreakfast about reports Prime Minister Rishi Sunak may now travel to the COP27 climate summit in Egypt

https://t.co/AToik2rQ8s https://t.co/9KRIl5tV4A"
2022-10-31 10:43:28+00:00,Smith52Roger,0,Twitter for iPhone,"Because it doesn’t cause the government personal hardship, but it does normal working class people.If these Immigrants tipped up near their homes or districts there would be hell on from these MPs.
@SuellaBraverman @RishiSunak @10DowningStreet The government haven’t got a clue 💩 https://t.co/zmzifAj5kb"
2022-10-31 10:43:26+00:00,gerardkadziela,1,Twitter Web App,"@ISzafranska Zmiana warty także na Downing St i zmiana obyczajów, celebruje się np.Rishi Sunak obchodzi diwali,święto światła, a przepraszam jakiej proweniencji jest Kamala vulgo Lotos Harris, bo obiło mi się o uszy , że urodziła się w emigranckiej rodzinie z Jamajki i Indii, Hindusi rulez😂"
2022-10-31 10:43:22+00:00,The_UK_NeedsYou,4,Twitter for Android,Pointless having @RishiSunak @10DowningStreet in charge if he is not going to protect the UK from illegal immigrants. #SunakOut @Conservatives @GBNEWS @danwootton https://t.co/MfHcN9VGcR
2022-10-31 10:43:18+00:00,DavidSm06669251,7,Twitter for Android,"@Sky1946o @RishiSunak @ukhomeoffice My 21 yr old stepdaughter was manhandled outside an asylum seekers hotel in Stratford upon Avon in broad daylight as she walked past. She spontaneously kicked him in the crutch and walked away. A van driver drove past and shouted ""kill the c**t"". The people have had enough, yes."
2022-10-31 10:43:16+00:00,SaurabhRauniyar,0,Twitter for iPhone,@NesrineMalik If u r a product of elitism den your critique of #RishiSunak is right back at ya. For othr #POC like us who r slogging hard as an immigrant to make it one day know dat our children will be abused by ppl like in future . Looks like Somehow it is Rishi Sunak’s parents fault 😂
2022-10-31 10:43:15+00:00,Countess__UK,1,Twitter for iPad,@RishiSunak @LulaOficial A fellow WEF agent…you must be delighted
2022-10-31 10:43:15+00:00,AlexSeale,2,Twitter for iPhone,"Selon le @theipaper, Rishi Sunak pourrait changer d’avis et aller à la #COP27 en Égypte. Il a été critiqué par @George_Osborne et @AlokSharma_RDG. https://t.co/dmW2PLZNwk"
2022-10-31 10:43:14+00:00,PrinceAsh0,0,Twitter for Android,"@CFCA1_ @RishiSunak @LulaOficial No it wasn't 
Get a life"
2022-10-31 10:43:13+00:00,Aeeshamoh,0,Twitter for iPhone,Rishi Sunak had no business reappointing Suella Braverman. This unfortunate move has been the highlight of his administration since he took office as PM.
